Discuz(康盛)	Body="Powered by Discuz!"
KesionCMS	Body="publish by kesioncms"
KesionCMS	Body="/ks_inc/common.js"
CMSTop	Body="<a class=\"poweredby\" href=\"http://www.cmstop.com\""
CMSTop	Body="cmstop-list-text.css"
CMSTop	Body="/js/cmstop-common.js"
CMSTop	Body="/css/cmstop-common.css"
ESPCMS	Body="/templates/default/style/tempates_div.css" && Body="infolist_fff"
ESPCMS	Body="powered by espcms"
ESPCMS	Title="powered by espcms"
74CMS	Body="selectjobscategory" && Body="/templates/default/css/common.css"
74CMS	Body="powered by <a href=\"http://www.74cms.com/\""
74CMS	Body="content=\"骑士cms"
74CMS	Body="content=\"74cms.com"
Foosun	Body="powered by www.foosun.net,products:foosun content manage system"
Foosun	Body="for foosun"
Foosun	Body="created by dotnetcms"
PhpCMS	Body="data/config.js"
PhpCMS	Body="powered by phpcms"
PhpCMS	Body="content=\"phpcms"
PhpCMS	Body="http://www.phpcms.cn" && Body="powered by"
Hanweb-system	Body="/jcms_files/jcms"
Hanweb-system	Body="<meta name='author' content='大汉网络'>"
Hanweb-system	Body="<meta name='generator' content='大汉版通'>"
Hanweb-system	Body="<a href='http://www.hanweb.com' style='display:none'>"
Hanweb-system	Body="produced by 大汉网络"
Drupal	Header="ace-drupal7prod"
Drupal	Body="/sites/all/themes/" && Body="/sites/all/modules/" && Body="/sites/default/files/"
Drupal	Body="jquery.extend(drupal.settings"
Drupal	Body="content=\"drupal"
Drupal	Header="x-generator: drupal"
PhpWind	Body="content=\"phpwind"
PhpWind	Title="powered by phpwind"
Discuz	Body="powered by <strong><a href=\"http://www.discuz.net"
Discuz	(Body="id=\"discuz_tips" || Body="href=\"/forum.php?") || Body="portal.php?mod=" && Body="discuz_uid"
Discuz	Body="content=\"discuz"
Discuz	Title="powered by discuz"
vBulletin	Body="<!-- do not remove this copyright notice -->powered by < a href=\"https://www.vbulletin.com\" id=\"vbulletinlink\">"
vBulletin	Body="powered by vbulletin&trade;"
vBulletin	Header="bblastvisit" && Header="bbsessionhash"
vBulletin	Body="content=\"vbulletin"
vBulletin	Title="powered by vbulletin"
CmsEasy	Body="content=\"cmseasy"
CmsEasy	Header="http://www.cmseasy.cn/service_1.html"
CmsEasy	Title="powered by cmseasy"
WordPress	Header="wordpress_test_cookie"
WordPress	Body="/wp-includes/" && Header="/xmlrpc.php" && Header="x-pingback"
WordPress	Body="name=\"generator\" content=\"wordpress "
DedeCMS	Body="<div><h3>dedecms error warning!</h3>"
DedeCMS	Body="/templets/default/style/dedecms.css"
DedeCMS	Body="dedecms" && Body="http://www.dedecms.com/" && Body="powered by"
DedeCMS	Body="power by dedecms"
ECShop	Body="id=\"ecs_cartinfo\""
ECShop	Body="content=\"ecshop"
ECShop	Header="ecs_id"
ECShop	Title="powered by ecshop"
ASPCMS	Body="/inc/aspcms_advjs.asp"
ASPCMS	Body="content=\"aspcms"
ASPCMS	Title="powered by aspcms"
MetInfo	Body="/images/css/metinfo.css"
MetInfo	Body="powered_by_metinfo"
MetInfo	Body="content=\"metinfo"
MetInfo	Title="powered by metinfo"
Npoint	Body="/inc/usercode.asp?npoint=" && Body="js/ajax_x.js"
Npoint	Body="content=\"n点虚拟主机管理系统"
Npoint	Title="powered by npoint"
Xiaomayi	Body="/template/ant/css/anthomecomm.css"
Xiaomayi	Header="antxiaouserslogin"
Xiaomayi	Title="powered by 小蚂蚁地方门户网站系统"
phpMyAdmin	Header="realm=\"phpmyadmin"
phpMyAdmin	Body="pma_password"
phpMyAdmin	Title="phpmyadmin "
phpMyAdmin	Header="set-cookie: phpmyadmin="
JEECMS	Body="jeecms" && Body="http://www.jeecms.com" && Body="powered by"
JEECMS	Title="powered by jeecms"
Emlog	Body="content=\"emlog\""
IDEACMS	Body="ejnav{ideacms:cursort"
IDEACMS	Body="powered by ideacms"
Shop7z	Body="function www_zzjs_net_change" && Body="id=\"www_zzjs_net_loding\""
Shop7z	Header="sitekeyword"
TCCMS	Body="index.php?ac=news_list" && Body="index.php?ac=link_more"
TCCMS	Title="power by tccms"
iWebShop	Body="class=\"pro_title\">iwebshop支付测试"
iWebShop	Body="_weburl" && Body="_themepath" && Body="_skinpath"
Sun-ONE-Web-Server	Response="server: sun-one-web-server"
Sun-ONE-Web-Server	Header="server: sun-one-web-server"
Sun-ONE-Web-Server	Title="sun[tm] one web server"
MVB2000-Call-Center	Title="mvb2000"
Eyou-Mail-system	Body="var loginssl = document.form_login.login_ssl.value;"
Eyou-Mail-system	Body="/tpl/login/user/images/dbg.png"
Eyou-Mail-system	Body="content=\"亿邮电子邮件系统"
Eyou-Mail-system	Header="emphpsid"
Eyou-Mail-system	Body="cr\">eyoumail"
Eyou-Mail-system	Header="eyouws"
Eyou-Mail-system	Title="eyou 邮件系统"
SonicWALL-Company's-product	Response="sonicwall sra "
SonicWALL-Company's-product	Response="sonicwall nsa "
SonicWALL-Company's-product	Response="sonicwall pro "
SonicWALL-Company's-product	Response="sonicwall tz "
SonicWALL-Company's-product	Body="document.getelementbyid(\"nsa_banner" && Body="web site blocked"
SonicWALL-Company's-product	Body="this request is blocked by the sonicwall"
SonicWALL-Company's-product	Header="server: sonicwall"
SonicWALL-Company's-product	Response="server: sonicwall"
NetShare-VPN	Title="vpn" && Title="netshare"
Netease-Enterprise-Mailbox	Body="content=\"网易企业邮箱"
Netease-Enterprise-Mailbox	Body="src=\"http://mimg.qiye.163.com/"
Netease-Enterprise-Mailbox	Body="<span class=\"warn\">请您从网易企业邮箱用户登录页登录</span>"
Netease-Enterprise-Mailbox	Title="邮箱用户登录" && Body="frmvalidator"
Zhu-Ji-Bao	Body="<a href=\"http://z.admin5.com/\" target="
Zhu-Ji-Bao	Title="主机宝"
Zhu-Ji-Bao	Body="您访问的是主机宝服务器默认页"
360-Total-Security	Response="x-safe-firewall: zhuji.360.cn"
360-Total-Security	Header="x-safe-firewall"
GPSweb	Body="src=\"/gpsweb/js/add_string_prototype.js\""
GPSweb	Header="server: gpsweb"
GPSweb	Title="gpsweb"
TurboMail	Response="turbomail smtp"
TurboMail	Body="alt=\"turbomail 电子邮件系统\"/>"
TurboMail	Body="<a href=\"http://www.turbomail.org\">powered by turbomail</a>"
TurboMail	Title="turbomail邮件系统"
TurboMail	Body="wzcon1 clearfix"
TurboMail	Body="powered by turbomail"
Parallels-Plesk-Panel	Title="default parallels plesk page"
Parallels-Plesk-Panel	Body="<img src=\"./img/panel-logo.png\" alt=\"parallels plesk panel\"></a>"
Parallels-Plesk-Panel	Header="plesk-panel"
Parallels-Plesk-Panel	Title="default parallels plesk panel page"
Parallels-Plesk-Panel	Body="parallels ip holdings gmbh"
Telerik-Sitefinity	Body="content=\"sitefinity"
Telerik-Sitefinity	Body="telerik.web.ui.webresource.axd"
PageAdmin	Body="/e/images/favicon.ico"
PageAdmin	Body="content=\"pageadmin cms\""
Bootstrap	Body="bootstrap.min.js"
Bootstrap	Body="bootstrap.js"
Bootstrap	Body="bootstrap.min.css"
Bootstrap	Body="bootstrap.css"
Cloudflare	Response="server: cloudflare"
Cloudflare	Header="server: cloudflare"
Cloudflare	Body="var cloudflare="
Cloudflare	Body="cloudflare ray id:"
Cloudflare	Header="__cfduid="
Cloudflare	Header="cloudflare-nginx"
ZendServer	Response!="router" && Response!="tp-link wr720n" && Response="zendserver"
ZendServer	Header!="tp-link wr720n" && Header="zendserver"
78OA	Body="src=\"/module/index.php"
78OA	Title="78oa"
78OA	Body="license.78oa.com"
78OA	Body="/resource/javascript/system/runtime.min.js"
EasyTrace(botwave)	Body="login_page" && Title="easytrace"
bxemail	Body="请输入正确的电子邮件地址，如：abc@bxemail.com"
bxemail	Title="百姓邮局"
bxemail	Title="百讯安全邮件系统"
Baidu-jiasule	Response="__jsluid"
Baidu-jiasule	Body="static.jiasule.com/static/js/http_error.js"
Baidu-jiasule	Header="http/1.1 403" && Body="notice-jiasule"
Baidu-jiasule	Header="__jsluid"
Incapsula	Response="x-cdn: incapsula"
Incapsula	Header="x-cdn: incapsula"
Incapsula	Body="incapsula incident id"
Baidu-Subaidu	Body="id=\"yunjiasu_link"
Baidu-Subaidu	Body="data-orig-ref=\"su.baidu.com"
Baidu-Subaidu	Header="server: yunjiasu"
360-Webguard	Response="wzws-ray: "
360-Webguard	Response="360wzws"
360-Webguard	Response="360wzb"
360-Webguard	Header="wzws-ray: "
360-Webguard	Header="server: 360wzws"
360-Webguard	Header="360wzb"
Baidu-Anquanbao	Response="x-powered-by-anquanbao"
Baidu-Anquanbao	Header="x-powered-by-anquanbao"
Squid	Response!="router" && Response="server: squid"
Squid	Header="server: squid"
JBoss-AS	Response="jbossas"
JBoss-AS	Header="jbossas"
JBoss-AS	Title="welcome to jboss as"
JBoss-AS	Body="manage this jboss as instance"
Ruijie-NBR-Router	Body="class=\"line resource\" id=\"nbr_1\""
Ruijie-NBR-Router	Body="<p>系统负荷过高，导致网络拥塞，建议降低系统负荷或重启路由器" && Body="support.ruijie.com.cn"
Ruijie-NBR-Router	Body="ruijie - nbr"
Coremail	Response="coremail mail"
Coremail	Body="fmt_logoalt: \"coremail 电子邮件系统"
Coremail	Body="action=\"/coremail/index.jsp"
Coremail	Title="coremail 电子邮局"
Coremail	Response="coremail" && Protocol="smtp"
Coremail	Title="coremail邮件系统"
Coremail	Body="/coremail/common/"
HuaWei-Auth-Server	Response="server:" && Response="huawei auth-http server"
HuaWei-Auth-Server	Header="server: huawei auth-http server"
HuaWei-Auth-Server	Header="auth-http server" && Body="75718c9a-f029-11d1-a1ac-00c04fb6c223"
Jinher-OA	Body="closewindownoask" && Body="c6/jhsoft.web.login"
Jinher-OA	Body="jinher network"
Jinher-OA	Body="js/passwordnew.js"
Jinher-OA	Body="js/passwordcommon.js"
Jinher-OA	Title="金和协同管理平台"
VisualSVN	Response="realm=\"visualsvn server"
VisualSVN	Header="realm=\"visualsvn server"
VisualSVN	Title="visualsvn server"
VMware-vFabric	Header="ts01efd1fa"
VMware-vFabric	Title="vfabric"
ICEFLOW-VPN	Title="iceflow vpn router"
ICEFLOW-VPN	Header="server: iceflow"
360-Enterprise-security	Body!="天擎" && (((Title="360企业版" || Body="/download/360inst.exe") || Title=="私有云控制中心") || Body="关于全网部署360私有云的通知") || Body="360entinst"
Yonyou-ERP-NC	Title="用友新世纪"
Yonyou-ERP-NC	Body="/nc/servlet/nc.ui.iufo.login.index"
E-PLUGGER-SRM	Body="科研管理系统，北京易普拉格科技"
E-PLUGGER-SRM	Body="lan12-jingbian-hong"
Ipswitch-imailserver	Response="server: ipswitch-imail"
Ipswitch-imailserver	Header="server: ipswitch-imail"
Ipswitch-imailserver	Body="myicalusername"
Redmine	Response="_redmine_session="
Redmine	Body="powered by <a href=\"http://www.redmine.org/"
Redmine	Header="_redmine_session="
Redmine	Body="content=\"redmine"
Redmine	Body="authenticity_token" && Body="redmine"
MikroTik-Router	Body="mikrotik" && Body="routeros" && Title="configuration"
MikroTik-Router	Response="routeros" && Protocol="snmp"
MikroTik-Router	Response="mikrotik routeros"
MikroTik-Router	Title="mikrotik routeros"
MikroTik-Router	Body="mikrotik" && Title="routeros"
Hikvision-Cameras-and-Surveillance	Body="去除edge下将数字处理成电话的错误"
Hikvision-Cameras-and-Surveillance	Body="<form action=\"/goform/formcobralogin"
Hikvision-Cameras-and-Surveillance	Response="hai210e"
Hikvision-Cameras-and-Surveillance	Body="id=\"divpswstrength\"" && Body="id=\"divanonymous\""
Hikvision-Cameras-and-Surveillance	Body="class=\"btn btn-primary login-btn\"" && Body="ng-bind=\"olan.anonymous\" ng-click=\"login('anonymous')\">"
Hikvision-Cameras-and-Surveillance	Body="var szlanguage = syslanguage.substring(0,2)" && Body="var syslanguage= navigator.browserlanguage.tolowercase()"
Hikvision-Cameras-and-Surveillance	Body!="css/login.css?version=\" + new date()" && Body="ng-bind=\"olan.anonymous\" ng-click=\"login('anonymous')\"" && Body="/ui/css/ui.css?version=\" + new date().gettime"
Hikvision-Cameras-and-Surveillance	Header="content-length: 480" && Body="window.location.href = \"/doc/page/login.asp?_\" + (new date()).gettime()"
Hikvision-Cameras-and-Surveillance	Response="hikvision company products"
Hikvision-Cameras-and-Surveillance	Response="server: streamsystem4.1" && Protocol="rtsp"
Hikvision-Cameras-and-Surveillance	Body="/hikgis/"
Hikvision-Cameras-and-Surveillance	Response="server: hikvision" && Protocol="rtsp"
Hikvision-Cameras-and-Surveillance	Cert="st=zj, l=hz, o=yunwei, ou=hik"
Hikvision-Cameras-and-Surveillance	Cert="o=hikvision, ou=dvrnvr" && Response="dvrdvs-webs"
Hikvision-Cameras-and-Surveillance	Cert="subject: o=product root ca, ou=ip camera" && Response="server: app-webs/"
Hikvision-Cameras-and-Surveillance	Response="192.0.0.64 login:"
Hikvision-Cameras-and-Surveillance	Body="classid=\"clsid:f030f48f-cd67-45d1-b622-a5d88a7bcfe9\" id=\"hcnetvideo"
Hikvision-Cameras-and-Surveillance	Body="classid=\"clsid:7b43048f-da7a-458f-af35-d825bdbb6816\" codebase=\"../codebase/netvideoocx.cab"
Hikvision-Cameras-and-Surveillance	Response="netdvrdvs" && Protocol="telnet"
Hikvision-Cameras-and-Surveillance	Response="dvrdvs login:"
Hikvision-Cameras-and-Surveillance	Header="content-length: 481" && Header="server: app-webs/"
Hikvision-Cameras-and-Surveillance	Protocol="telnet" && Response="hikvision login:"
Hikvision-Cameras-and-Surveillance	Cert="o=hikvision, ou=ipcamera"
Hikvision-Cameras-and-Surveillance	Body="//alert(\"the system language is not supported!\";"
Hikvision-Cameras-and-Surveillance	Title="netvideoocx" && Body="codebase=\"../codebase/netvideoocx.cab"
Hikvision-Cameras-and-Surveillance	Response="server: streamsystem4.0"
Hikvision-Cameras-and-Surveillance	Header="server: app-webs" && Body="window.location.href = \"/doc/page/login.asp?_"
Hikvision-Cameras-and-Surveillance	Body="codebase=\"../codebase/newhcnetactivex.cab"
Hikvision-Cameras-and-Surveillance	Body="hcnetvideoactivex.cab"
Hikvision-Cameras-and-Surveillance	Response="hik-b20"
Hikvision-Cameras-and-Surveillance	Response="server: dnvrs-webs"
Hikvision-Cameras-and-Surveillance	Header="server: dnvrs-webs"
Hikvision-Cameras-and-Surveillance	Header="server: dvrdvs-webs"
Hikvision-Cameras-and-Surveillance	Header="_goaheadwebsessionid"
Hikvision-Cameras-and-Surveillance	Header!="server: nvr webserver" && Body="screen.availwidth,screen.availheight" && Body="doc/page/login.asp"
Hikvision-Cameras-and-Surveillance	Header!="server: nvr webserver" && Body="doc/page/login.asp" && Body="updatetips"
Hikvision-Cameras-and-Surveillance	Response="realm=\"hikvision"
Hikvision-Cameras-and-Surveillance	Header="realm=\"hikvision"
WDCP-Management-System	Title="lanmp_wdcp 安装成功"
WDCP-Management-System	Title="wdcp服务器"
ZTE-Router	Response="server: zte/rosng"
ZTE-Router	Header="server: zte/rosng"
ZTE-Router	Response!="switch" && Response="zxr10"
ZTE-Router	Response="router of zte corporation"
JCG-Wireless-Route	Body="http://www.jcgcn.com" && Title="wireless router"
WAMP	Body="<h1><abbr title=\"windows\">w</abbr><abbr title=\"apache\">a</abbr><abbr title=\"mysql\">m</abbr><abbr title=\"php\">p</abbr></h1>"
WAMP	Body="title && h1 heading"
WAMP	Title="wampserver homepage"
WAMP	Body="wampserver" && Body="<li><a href=\"phpsysinfo/\">phpsysinfo</a></li>"
Safedog	Response="safedog-flow-item="
Safedog	Response="set-cookie: safedog"
Safedog	Response="safedog"
Safedog	Header="safedog-flow-item="
Safedog	Header="set-cookie: safedog"
Safedog	Header="server: safedog"
Safedog	Header="waf/2.0"
Websecurity-WAF	Response="websecurity: waf 1.0"
Websecurity-WAF	Header="websecurity: waf 1.0"
IIS	Response="server" && Response="microsoft-iis"
IIS	Header="x-powered-by: waf/2.0"
IIS	Header="microsoft-iis"
Nginx	Response="server: nginx"
Nginx	Header="server: nginx"
Apache-Tomcat	Response="apache-coyote"
Apache-Tomcat	Body="<h3>apache tomcat"
Apache-Tomcat	(Title="error report" || Body="this is the default tomcat home page") || Body="tomcat.apache.org" && Title="apache tomcat/"
Apache-Tomcat	Body="href=\"tomcat.css"
Apache-Tomcat	Header="apache-coyote"
Apache-Web-Server	Response!="covalentsnmp" && Response!="apache-coyote" && Response="server: apache"
Apache-Web-Server	Response="server: httpd"
Apache-Web-Server	Header="server: httpd"
Apache-Web-Server	Header!="server: covalentsnmp" && Header!="apache-coyote" && Header="server: apache"
Tengine	Response="server: tengine"
Tengine	Header="server: tengine"
IBM-HTTP-Server	Response="server: ibm http server"
IBM-HTTP-Server	Header="server: ibm http server"
IBM-HTTP-Server	Title="ibm administration server"
IBM-HTTP-Server	Header="ibm_http_server"
GSE	Response="server: gse"
GSE	Header="server: {\"length\": 0, \"chained_to\": 1919250030, \"identifier\": \" Device\", \"str\": null}"
LiteSpeed	Response="server: litespeed"
LiteSpeed	Header="server: litespeed"
Microsoft-HTTPAPI	Response="microsoft-httpapi"
Microsoft-HTTPAPI	Header="microsoft-httpapi"
OpenResty	Response="server: openresty"
OpenResty	Body="<center>openresty/"
OpenResty	Header="server: openresty"
OpenResty	Header="ngx_openresty"
ZEUS-webserver	Response="server: zeus"
ZEUS-webserver	Header="server: zeus"
Resin	Response="server: resin"
Resin	Header="server: resin"
Netscape-Enterprise	Response="server: netscape-enterprise"
Netscape-Enterprise	Header="netscape-enterprise"
WEBrick	Response="server: webrick"
WEBrick	Header="webrick"
Jetty	Response="jetty"
Jetty	Header="server: jetty"
Oracle-Application-Server	Body="mod_ose documentation" && Body="oracle jsp documentation" && Body="mod_ssl web site"
Oracle-Application-Server	Response="server: oracle_web_listener"
Oracle-Application-Server	Header="server: oracle_web_listener"
Oracle-Application-Server	Title="oracle http server"
Oracle-Application-Server	Body="oracle http server</font></font></b></h1>"
Oracle-Application-Server	Response="server: oracle http server"
Oracle-Application-Server	Header="server: oracle http server"
Oracle-Application-Server	Header="server: oracle containers for j2ee"
Oracle-Application-Server	Response="server: oracle application server"
Oracle-Application-Server	Header="server: oracle application server"
Oracle-Application-Server	Header="oracle-application-server"
Jboss	Response!="server: jboss-eap" && Response="server: jboss"
Jboss	Header!="jboss-eap" && (Title!="welcome to jboss as" && Title="welcome to jboss") || Header="server: jboss"
Bluetrum-CDN	Response="powered-by-chinacache"
Bluetrum-CDN	Header="powered-by-chinacache"
Wangsu	Response="server: " && Response="ws-web-server"
Wangsu	Header="server: ws-web-server"
Wangsu	Response="server: ws cdn server"
Wangsu	Header="ws cdn server"
Wangsu	Header="cdn cache server"
Dnion-CDN	Response="server: dnionos"
Dnion-CDN	Header="server: dnionos"
Dnion-CDN	Response="server: dnion"
Dnion-CDN	Header="fastcdn.com"
Dnion-CDN	Header="server: dnion"
Fastweb	Response="server: fastweb"
Fastweb	Header="server: fastweb"
Fastweb	Header="fw-via: "
Webluker	Response="webluker-edge"
Webluker	Header="webluker-edge"
Western-Digital	Response="wt263cdn"
Western-Digital	Header="wt263cdn"
Zentao-System	(Body!="server: cpws" && Body!="server: netvox z206-webs") && Header!="server: 360 web server" && ((((Body="href='/zentao/favicon.ico" || Body="welcome to use zentao!") || Body="powered by <a href='http://www.zentao.net' target='_blank'>zentaopms") || Body="$('#zentaopro').addclass") || Body="<a id='zentaopro' href='/pro/'") || Title="欢迎使用禅道集成运行环境"
Microsoft-Exchange	(Body="outlook" || Body="showpasswordcheck") && Body="/owa/" && Body="owapage = asp.auth_logon_aspx"
